rating,title,text,timestamp,helpful_vote,verified_purchase
1.0,Buyer BEWARE!!,"This product is cheaply made, some of the parts are missing, and the directions do not help at all. The product is not as represented both in the description and what I received is nothing like what i see in many of the customer photos. It would cost me more to return this than I paid for it, so in the trash it's going.",1615589329739,0,True
5.0,Excellent,"This product works perfectly and the price is amazing. I already ordered a second one so I can have one in the living room and one on my nightstand in my bedroom. Great product, works as advertised.",1561915400876,0,True
4.0,Well made,It was ok wasn't what I wanted. Endy up ordering a different  one.,1583639334096,0,True
5.0,It nice to have a place for cards,It was a gift.  She liked it.,1566242121849,0,True
5.0,It holds your cards and pictures,My sister love it butter then any I have give her.,1555714366876,0,True
1.0,Returning as soon as I can.,"I absolutely do not like this phone. Screen is small and phone is slow, laggy and won't charge while plugged in. I knew this was not an expensive phone but I didn't think it would be this bad.",1649706650086,0,True
5.0,Very nice,Nice phone with decent sized screen. Charges fast. You can also use a simple mobile sim card in this phone. Good phone for people who don't enjoy frills and thrills,1647645304652,2,True
5.0,Five Stars,Wrks great to power up my Kindle Fire.  Great price and arrived quickly.,1435699462000,0,True
5.0,excellent product,perfect for what I needed does take some moving around to getting it charged with case on,1673301265927,0,True
5.0,"Love, love  and I get so many compliments!",Love this.....it's amazing and haven't lost any gems.  When others see it they want it!  So I tell them where to buy it!!!!,1576168322121,1,True
5.0,Was a gift and it was loved,"I purchased this as a gift, she loved it.  Especially the hat on the yoga kitty.  It is very cute and useful too.",1567786749793,2,True
1.0,Not a solid purchase,"Refurbished so I expected it to work well but it gives me trouble on and off.  Trouble in terms of dropping out going calls, many times it won't send my text messages and there are times I have learned of missed calls coming in which isn't good when you use this as your only phone.  I realize I saved some money on getting the refurbished model to replace my original but am now thinking I have to spend the money to get something that would be really reliable on a consistent basis.  I don't blame the folks who refurbished it because it probably worked for them when testing it out.",1497461526136,1,True
5.0,Love it,Very nice to use.  In fact I only bought one and will need to purchase more because my family fights over it....which is nice.  Just wish it came in a better assortment of colors.,1484578547000,1,True
4.0,Good purchase,"I like this virgin phone, it's held up very well and is easy to use.  It's hard to find much variety in the virgin phones anymore that don't have some form of contract so that's the only downside.",1350319477000,0,True
5.0,Five Stars,awesome bracket! really am pleased!,1532071420446,0,True
2.0,WRONG CABLE... DID NOT USE.. ...,WRONG CABLE. . .DID NOT USE. . .,1411381008000,0,True
5.0,Five Stars,It works great!!!!,1525040589301,1,True
5.0,Great case,"Quick delivery, outstanding quality and looks fantastic!!",1554909771447,0,False
2.0,I wouldn’t buy again,I didn’t like this product because water got inside.,1673987079443,0,True
3.0,but I liked it.,"Broke the first day I got it, but I liked it.",1437787304000,0,True
3.0,"Not so crazy cool, but works for now until I decide to ...","Doesn't cover the entire screen, does its job of being a reflective surface, however you get what you pay for when it comes to this. Not so crazy cool, but works for now until I decide to buy another one.",1429587433000,0,True
3.0,not for protective wear in the slightest but still a cool parlor trick,"You get what you pay for, not for protective wear in the slightest but still a cool parlor trick.",1429586947000,0,True
1.0,Got it in the mail and was way too excited ...,"Got it in the mail and was way too excited to use it, I usually only get 10% charged on my phone and the thing is done.",1418849496000,0,True
3.0,"but it's a very sturdy, bulky case","Wouldn't buy it again, but it's a very sturdy, bulky case. Kickstand is somewhat useful. Case is nice and sharp looking. Wished the front part extended above the screen of my phone, so I wouldn't have to worry about scratches. 3/5.",1417763405000,0,True
5.0,Pretty,I like the design & the weight of the case feels comfortable,1544551095195,0,True
1.0,One Star,Fell apart right away.  Clamps get in the way of the buttons on iPhone 5,1409721104000,0,True
5.0,Great protection,Have bought this brand for a few years. I have had my current one on for 2 years. Bought these for my husband’s upgrade,1651627540893,0,True
1.0,Forever Lost…,"Within 2 weeks of using it fell off the phone at some point and now is lost, forever I suppose. I like the way it felt while using for holding phone and loved how it worked as a stand but magnet did not hold sadly.",1643469993017,0,True
5.0,It’s durable,The pictures aren’t clear,1549398523227,0,True
1.0,Worthless:  Does not hold the phone in place.,"Ok, it's attractive and I liked that it had slots for credit cards.  But it doesn't actually hold your phone in place.  Which, by definition, is what a case is for.",1612047849155,0,True
1.0,Barely lasted two months.,Stopped working pretty quickly.,1650590678172,0,True
5.0,Great case,Durable.  Just what I needed.,1631912805512,0,True
3.0,Too slippery,Too slippery.  I dropped my phone constantly.  Had too get something different.,1631912671493,0,True
5.0,Will recommend,Unique & pretty. Nice sizing abilities with the chain.,1515884243625,0,True
5.0,Very diverse,"Very diverse. Bought as gifts, they liked them. Some use at desk, some are using in their cars.",1515883477778,0,True
5.0,ITS FAST AND DO THE JOB!!,I like what it do fast in do the Job!!  I got my friends  buying it  how it sits and charge  without  plugging it in. You have to check it out!,1620504196829,0,True
4.0,Seein is believing that's only proof by one you'll see yourself the durrance long lasting You has,Really nothing I don't have to charge in a couple of days last that law such energy such power I should this a long time ago,1611422480932,0,True
2.0,"So frustrating, nice when it works","I had one that lasted for about a year. I bought another when that one suddenly stopped working. The second unit quit before I had it for two months. The third unit also quit before the two month mark. This is so handy and nice when it works, but they sure don’t last long. We do not use this excessively. It is usually used to charge two iPads and sometimes a phone overnight. I’d say pass on this unless you are okay spending $50 for two months of use.",1650242204589,0,True
1.0,Piece of crap,Arrived broken and is the wrong size even though it clearly says it will fit the phone. I would not recommend this.,1522885335838,0,True
5.0,great case,Bought this for my son for his birthday. He loves it!,1457280822000,0,True
2.0,no good,awful case for protection. Very pretty to look at but would not suggest,1591475363847,0,True
5.0,Awesome,Great case,1540320418298,0,True
5.0,Room  for all my cards,Great replacement for a wallet. The phone case itself is removable from the base of the wallet. The magnetic hold of the phone is strong and sturdy,1641591170067,0,True
1.0,One Star,Crap,1455295628000,0,True
5.0,Screen protectors,"As long as you follow the directions EXACTLY, it’s easy to apply",1677845517223,0,True
5.0,Screen protector,"The screen protector is complicated to put on, but if you follow the instructions EXACTLY it is easy and works perfectly. Just don’t skip any steps or jump ahead, thinking you know what to do. Just read it and follow the directions in order",1659508145365,0,True
5.0,No Bubbles,"Great system for application.  It actually went on easy, straight and with NO BUBBLES.  JETech perfected this system.",1643906617488,0,True
5.0,Renewed Perfection,"I bought a renewed  iPhone 8 and OMG it is beautiful.  The only way anyone could know that it was reconditioned was by the white box it came in.  No scratches,  dents, cracks or any  imperfections.  I did upgrade to Excellent condition, but I never thought it would be so nice.  THANK YOU!!!!!",1643906098659,0,True
5.0,KEZiHOME CASE,Beautiful & functional,1620265145114,0,True
5.0,"Fast Charging, ANDOBIL, wireless, cup holder, car charger",The bendable arm is extra sturdy & the clips that hold the phone in place seem to be strong & easy to use,1620264886453,2,True
1.0,Terrible waste of money,This case is terrible. It looks terrible because it is see through it is all nearly IMPOSSIBLE to take the case off. Please do not buy.,1356567092000,0,False
5.0,Husband's phone purse,Ordered for husband he likes to carry all his cards and money instead of ell and wallet. Works good. Looks like a woman's wallet but he likes it I like teasing him. Good quality product,1642724330057,0,True
5.0,Fit!,This cover for my phone and seems to stay in place with no issues.,1630752791414,0,True
3.0,"Could be good, not for me tho","This product did not fit my smart watch, returned, no problems returned money fast.",1582476731653,0,True
2.0,Very nice bands,"These bands did not fit my fitness watch but I so wished they could have, they were super nice , soft and great colors. Returned. Fast and convenient returns!",1582460171373,0,True
5.0,Works great,All was good worked as expected,1565309118491,0,True
5.0,Very nice,"Purchased for my husband, he loves it and its made good, looks nice",1565308749832,0,True
1.0,Don't buy L G cell phones,"This phone was used very few times, after four months good service it went dead.  I called the company, it was still under warranty, but I just got a run around.  I wasted about five hours trying phone calls (and yes, it has been recharged) I was told to mail it back to the company, which I did, and it came back still not working.  I would suggest you never buy an LG product.  I am 83 years old and disabled and returning it to the store is not an option.  I bought it online and now I am stuck.  Carol Jones.  Carol19321@gmail.com",1442351309000,4,False
4.0,Good watch band for the price,Good band for the price.,1658349331205,0,True
5.0,otter box,Great love the non clunky look.,1504973131932,0,True
1.0,"Super fragile, and no warranty support!","I have gone through 3 sets of these in 2 months, that's 6 protectors.<br />The company doesn't respond and they are just too fragile. One set didn't adhere at all and just fell off, luckily I was able to return that one. But there are so fragile. One broke while playing a game tapping on the screen.<br /><br />Do not buy this brand",1673202172768,0,True
3.0,Seems to protect well enough but breaks if you breath in it,Works well with fingerprint reader and touch screen. But it breaks super easy. Also the first set I got didn't stick to the screen and just popped off like the glue was old.,1668104013106,0,True
2.0,Broke 3rd time I used it,The USB port just broke loose the 3rx time I used it. Cheaply built. I'll stick with a basic charger.,1666302132667,2,True
5.0,Nice texture and feel. Compliments pixel 6 pro well.,"Very happy with this case. I tried several others including other Spigen cases, and this was my favorite.",1638908399141,0,True
2.0,Too cheap for such a nice phone,"I had this same case on my pixel 3 and loved it. However something about the pixel 6 just feels too nice to have such a cheap case. Spigen is great and I have a different model on my pixel 6 pro, but this one just looked and felt cheap on it.",1638908339158,1,True
5.0,More durable than expected,Beautiful paint and stays on very well. Seems durable and protective.,1611191271232,0,True
2.0,Caution,"Was difficult to get on my iPhone 14 plus.  Once it was on the phone, the touch screen didn’t work properly.  It would take multiple “.touches “ to get the screen to recognize the “touch”.<br /><br />It appears that this case would be protective.  It isn’t flimsy.  It looked nice.<br /><br />Very difficult to remove.",1672507312804,0,True
5.0,Pretty,Better than expected.  Very nice looking case.  Quality materials.  Fit my iPhone 14 plus perfectly.,1670342646896,1,True
2.0,"Well, it’s a case","This is a thin, cheap case.  It was inexpensive, so I shouldn’t be surprised.  The back is just thin plastic.  It is clear, I thought it would be black.  The edges of the case are a bit thicker.  I doubt this is very protective.  It does fit the Apple phone 8 plus, perfectly.",1669693081775,0,True
5.0,A tad small,"I have purchased a couple watch bands recently and they had the same issue.  They weren’t long enough.  The band was closed on the largest setting.  If my wrist was a tad larger, the band would not have fit. I am not a large woman.<br /><br />The band itself, was nice.",1638849323901,0,True
4.0,A bit small,The band is nice looking and well made.  It should be a bit larger.  It almost didn’t fit my wrist.  I am an averaged sized woman.,1638849139372,0,True
4.0,A bit small,"This is a nice looking watch band.  I was mostly pleased with the purchase.  The band could be a bit larger.  It almost didn’t fit my wrist.  If it was any smaller, it wouldn’t have fit.  I am not an extremely large women, either.  I am average.",1638848965588,0,True
5.0,Great idea,"A charger for both your iPhone and Apple Watch?  Great idea!  Cuts down on the amount of chargers you must have in your house or for traveling.  Great to take to work, in case something needs charged.  Great for traveling.",1629390520645,2,True
5.0,I love the colors,"It’s a nice watch band.  Pretty.  I love the colors.  Getting the band adjusted is a bit confusing at first.  The latch mechanism is also confusing.  One everything is figured out, it is a nice purchase.",1625006955420,0,True
5.0,Cute case,"Quick shipping!  I opened the package and there were two protectors.  One leopard print, the other clear.  I am sure the listing states that, but I guess I didn’t pay attention.<br /><br />Enclosed in the box are two sets of packets.  One to clean the screen and one to dry it.  The protectors have a film on the back to protect them.  It comes off easily.<br /><br />I love the leopard print case.  I wore it for a few days after receiving it.<br /><br />The cases are easy to put on and easy to remove.  They do not cause the touchscreen to not work.",1620104631809,0,True
5.0,Durable and stylish,"Fits phone perfect, took a good fall and kept my phone safe!",1541036187001,0,True
5.0,Does what it needs to do.,Good screen protector. Seems to be good product.,1541036097212,0,True
5.0,Durable t,"This is my 3rd case. Every time I get a new phone they are slightly bigger so I get a new case.  The blue and purple one is my favorite. I don't drop my phone too often but when I did this protector did exactly what it was supposed to. It saved my phone. Love the bling , makes me happy 😊. Definitely would recommend this little gem.",1658766295349,0,True
5.0,Great phone case,Great case for my phone. Looks good and is sturdy. I think it will hold up well. Love the color and little hearts. Such a girly thing to make me ☺.,1578248880846,0,True
4.0,Great value for the price,"I really like the instructions for putting this on. It made it easy to line it up straight. And the fit was perfect for the iPhone 11. The price was also great for two screen protectors. Touch screen works great with this and so far it seems durable protectong the screen.<br /><br /> Maybe user error, but it was difficult to get the air bubbles out, and they keep coming back, not sure why. Otherwise, very happy with this",1609703013629,0,True
5.0,Nice case,Great case. Very light and fits the phone well. Good value for the price,1593810324257,0,True
5.0,Why pay more?,"These were great replacement bands, as the original bands broke after only a year. These fit great and were easy to attach to the watch. And at a much cheaper price than buying the original replacement bands.",1574580953420,0,True
3.0,Remote fails. Great tripod.,I love this tripod and take it on all trips to use with my cel phone. I have a Samsung Galaxy S21 and the remote does not work with it. The remote would shutter and either take 50 burst shots or no pictures at all. Mostly no pictures at all though. It needs an App.,1633137285078,1,True
5.0,Great product.,"I've had this for a year now and it's saved my screen from lots of bumps, hits, and scratches.  Totally worth it. Great product.",1483739296000,0,True
1.0,Flimsy janky DOES NOT SECURE PHONE SAFELY,This shouldn’t be called a phone case!! Is doesn’t have any designated spots for side buttons so although it “fits” it’s left feeling janky poor quality and wiggly with every use of th side buttons or too much pressure from your hands. I have kids this will result in my phone getting broken because it barely keeps my phone secure. The only good thing is it’s semi cute but even the word boys is cut out to ensure room for the camera. So if I could report under 1 start and y’all see this then I would but I wanted y’all to at least be able to see an honest iPods for review,1627165915371,0,True
5.0,phone case,works for me,1595802406870,0,True
5.0,Nice looking,"I haven't had this long enough to comment on durability.  As a new case, the Pela is refined looking and smooth feeling.",1617480023894,0,True
5.0,Without power for 3 weeks!,"After the weeks long power outage after Hurricane Ida, I got everyone on my Christmas list this solar power  charger.  This is the kind of something you don't think to buy when the power is working, but will be damn glad to have if it goes out.  Get one!",1645290399759,0,True
5.0,Very Nice,I've wanted one of these for a while...soon glad I bought one,1636333097634,0,True
5.0,Love the colors!,Great! Just like a otterbox!,1635785135217,0,True
5.0,VERY NICE,LOVED IT,1599268700400,0,True
1.0,PLEASE DON'T BUY THIS,"DON'T BUY THIS, ITS GARBAGE,  SAVE YOUR SELF THE HASSEL",1538721028114,0,True
5.0,KEEPS PHONE SAFE AND SECURE,"VERY NICE CASE, GOOD QUALITY,",1520057173080,0,True
1.0,NOT RECCOMENDED,"LOW QUALITY,  GETS,AIR BUBBLES IN IT VERY EASILY,  DISSAPOINTING",1516591816090,0,True
2.0,Case for S8,"SCREEN PROTECTOR ISN'T GOOD, CASE IS OK, BUT VERY CHEAPLY MADE, NOT RECCOMENDED",1504476520702,0,True
5.0,Does the job,Works fine.,1646078603429,0,True
5.0,Five Stars,"I honk it's so pretty, finger holder helps",1518872394518,0,True
5.0,Bling,This is pretty and blingy. It fits my phone. I like it.,1631553634761,0,True
5.0,Cute and fits well,Flashy and cute. Fits the phone well,1621453490080,0,True
4.0,Doesn't fit the phone properly,Doesn't quite fit. Cheaply made but cute design.,1621453384106,0,True
5.0,One of my absolute favorites,"I had the standard red rubber wristband for my apple iwatch that I had used for months. Around Christmas I picked out a cute Christmas band which I wore until the season was over. Beginning of January, I ordered a new set of bands which were terrible (see reviews) and I couldn't get them to work. Anyway, I saw this band and had my fingers crossed it would be different. To my surprise it was! Super easy to install (unlike the last one), fits and adjusted to my wrist perfectly. The band (although rubber type as well) has a great ribbed look which makes it look different and fashionable. I got it in white and it looks great with the red face of my iwatch. I am finally wearing my watch again. This is a great band and recommend to everyone!",1674481573889,0,False
3.0,I couldn't use these,"This is next to impossible for me (68 year old woman) to get these on my wrist. I still cannot get these to fit right and I can't even get them to snap closed properly. I noticed earlier this week that my watch fell off in the car while wearing it. I am just thankful it happened in the car so I didn't lose my Apple watch. I know it just may be me as I am not super handy with this kind of stuff. Just think that, as with other watch bands. this shouldn't be as complicated as this is.",1673265198645,0,False
5.0,Nice Iwatch bracelet!,"This is a well made iwatch bracelet. I wear it most of the time now. A little tricky in removing the excess links but once I figured it out, it is easy on/easy off. Attractive, makes it look a little dressy (far better than the rubber one the iwatch comes with). Not sure I understand the other bracelet that this comes with, don't know why it's a set. Haven't worn it. But the iwatch bracelet/band is a nice one.",1669987096095,0,False
5.0,Where has this been my whole life?,"Oh, this is such an amazing little device. My phone sits on it easily and I love that it is upright (I can see text messages without having to pick up my phone from my previous wireless charger. I wanted this as I recently got an iwatch 7 and my watch sits perfectly on top. Everything in one, small, space saving device. Both my watch and phone charge quickly (although I usually do them overnight). Highly recommend for anyone looking for a charging station.",1661814603072,0,False
5.0,Great way to provide additional charging capabilities to your devices!,"I was excited to get this powerbank for multiple reasons. First, I live in Florida where power outages intermittently occur but especially during hurricanes. Second, I travel a lot and love to take videos and photos with my iPhone XR. This powerbank helps me with both purposes. I recently went on a cruise to the Caribbean where I was off the ship many times without access to power. I kept this device in my purse and as soon as I could see the power getting critically low, I was easily able to recharge my phone and continue with my explorations. I have not experienced any hurricanes yet since I have owned this but, as we are in August and quickly approaching the highest part of hurricane season, I am thrilled to know that if I was to lose power I have at least a way to continue to keep in touch with friends and relatives!",1565870839348,0,False
5.0,Great portable battery pack!,"This is a handy device which I keep with me at all times. Although I have a relatively new iPhone XR, and the battery life is far superior to my old iPhone 5S, it still will wear down, especially if I am using the video feature when I am out and about. Having this with me helps extend the use of my iPhone and I don't need to be running around trying to find an outlet (especially when I am stuck at the airport or outdoors). Highly recommend. Would make a great gift for the person in your life who has everything.",1557502713296,0,False
5.0,"Great portable battery charger, every home should own one",This is a great extended battery pack. Used it on a recent 3 week trip to Europe for times when I was away from my charger (and electricity). I love to use my phone almost exclusively for picture and video taking and the videos really ate away at my phone battery. I found this portable charger just what I needed to allow myself almost a full day of use without worrying about plugging in. Highly recommend this and I think everyone should own one.This will also come in handy in my house now that Florida is entering storm season and we frequently lose power. Having one of these handy will assure me of continuous phone (and internet) use for hours.,1557086770170,0,False
5.0,Great phone protection!,"I have to qualify this review by stating my last phone was an Iphone5s that I had for at least 4 years. Through the years, the phone had been dropped several times which resulted in phone damage and cracked glass. Luckily, the iPhone still worked but I promised myself that my next phone I would take better care of (especially because of the $$). So, I finally upgraded to the iPhone XR in February and decided to try this case. I will tell you it is great. Easy to install around my phone, I find it a great way to protect my latest investment. I honestly have already dropped (actually it slipped out of my hands) the phone and there is not a ding or a scratch on the phone (probably due to the heavy duty bumper). It also looks great and is an attractive investment in a long future with this phone.",1555768000743,0,False
5.0,"Attractive and protective, what else do you need?","I love the fact that this case not only protects my new iPhone XR, but is mostly clear on the back to allow the beauty of my blue iPhone to show through. It is well constructed, hugs my iPhone snugly and protects it. To be honest, I haven't dropped my phone yet so I can't attest to how any heavy duty wear and tear will stand up. However, these is a nice heavy rubber feel so it should allow some abuse.",1547981473103,1,False
5.0,"Great bluetooth headset, unique design fit me to a tee","These are great lightweight bluetooth earbuds. I typically have trouble finding earbuds that fit me comfortably, but when I saw this design, I thought I would try them out. Surprisingly, they fit comfortably and stayed snug in my ears as I did my gym workout. This is kind of a unique design and I now know which ones I will need going forward. And the name Panasonic assures sound quality as well. Couldn't ask for a better headset, I really like these.",1517224177269,0,False
4.0,"Great case, is as advertised, prone to scratches","Nice looking case. I like the storage capability for credit cards and cash. I have used it when I am out on my bike, going to the stores, so I don't have to try to lug a handbag or something else. Not crazy about the extra bulk this adds to the iphone (despite the claim that it is minimal), but I guess it's the price you pay for the storage capability and protection). This is well built, sturdy and does protect the phone well. As others have mentioned, it is prone to scratches (I have seen several on mine already and I don't even remember doing anything rough to cause them). Rating this a four star, as it does what it says. Like I mentioned, my biggest complaint is the slight bulk to the phone added and maybe the price (I think you can do better than $40 for a phone case out there).",1413842290000,0,False
4.0,Great case for the price,"I have an Iphone 4 that I use for work. When I saw this as a choice in the Vine program, I jumped on it. Honestly, although there may be more and even better cases out there, for $10 you can't beat this. It protects my phone (top and bottom) and seamlessly hugs the device tightly (yet I am still able to use a headset and fit the charger in easily). I highly recommend this for anyone looking to provide adequate protection for their Iphone, but don't want to spend a lot of money.",1311859415000,2,False
1.0,Will not fit iPhone 6s with Mophie Reserve Case,"I have a iPhone 6s with the Mophie Reserve case.  This belt clip holster doesn't fit, it is too big and my phone was loose.  The belt clip does look like it is well made, but if you have the same set up as I do it will not fit.",1453493204000,1,True
5.0,Great for graphics!,Love this pen! Great for doing graphics on my iPad! Just what I wanted.,1593656136445,0,True
5.0,Just as expected,We use this in our F150 and it works great. No issues and just as expected.,1646194375573,0,True
5.0,Have used this brand for many years,I have used this brand for many years and I am always pleased with them. They are easy to install and they last a good amount of time.,1646194221669,0,True
5.0,Great case,This is a great case for the price. I like the durability and the stand. Counldn't ask for more.,1646194067995,0,True
5.0,Nice,Ordered to hold a flash drive and it works well.,1447237796000,0,True
5.0,Cute and comfortable,The small size is nice. I bought this for an event and left it on due to how comfortable it is.,1678551340119,0,True
2.0,Cute but breaks easily,After using it for about a week the antennas started pulling away from the rest of the case,1678551114193,0,True
4.0,Fun case,"The case does its job. The small lanyard is super handy along with where the hook is located. The only downfall was that the pooh that came with it, fell of randomly at some point.",1613427749123,0,True
3.0,Cute but not super sturdy,The back prop up doesn't stay in place very well. The lanyard hoop also broke off the first day. It still works and is fun to look at.,1613427593953,0,True
2.0,Wouldn’t click closed,"Case wouldn’t click closed. If it had this would be a great review because the case quality, pocket and mirror was great. Didn’t have time to order another case so just taped it shut and it worked.",1557761012864,0,True
1.0,1 of 2 wasn't cut right and the 2d one- corners are sticking down.,"Watched the video 3x.<br />had the video on my phone while attempting to install.<br /><br />First attempt: the protector was cut correctly and one corner was stuck. I worked it free but that caused the corner to not ever stick. I tried multiple times and the corner would never stay adhered.<br />Scratch 1 Screen Protector. :(<br /><br />#2 - All seemed to go well. It adhered with nothing stuck under it and only a few bubbles. Those disappeared within a day. I let the screen protector cure from 1PM to 0600 next day. Wore it with no watch protector over the top and had no issues. After 4 days added my tough armor watch protector at the end of Day 5. for a few days no problems. Now today Day 10, two of the corners are peeling up. (opposite corners).<br />I have tried to get them back on with the touch armor on the still. Doesn't seem to work.<br />I can't think of any reason this should peel up in the corner when for over 4 days it worked fine. nothing changed.<br /><br />I guess I will try out the warranty but fear the worse.<br />Not happy.<br /><br />Downside I also bought this for her watch and am supposed to try those today. aaaarrrrrggggghhhh",1517068329537,0,True
5.0,Works on Apple iPhoneX @ Apple speeds,It fasts charges our iPhoneX as fast as Apple will let it for now. It sits right on the night stand and allowed me to use the Apple Cord with my to go bag for traveling. The color (Gold) fits in with her decorations and bedding so it was a win overall.,1514400266129,0,True
4.0,"Plain, simple & nice price",I like the plain look and ability to have my iWatch near me in the bedroom where I can get to it. the feet are sticky so be prepared once you take the plastic off the feet to have it stay there. I'm hoping these don't leave marks. The cable management piece is a bit in the open but I'm working on finding a better solution.,1514399899615,0,True
4.0,Good Charger just not a rapid charger iPhone,"I needed a charger for at work. This fits along side my other tech gear, fits in and charges my iPhoneX. It is not a rapid charger but that is OK for my use at work.",1514399247541,0,True
5.0,Worth the money,"So far so good. It is light weight, fits tightly and has saved my phone 3x. Can't beat the case for the price. Plus it charges on my wireless charger. Recommend it !",1514398993678,0,True
